transaction_id,customer_id,amount,date
46100,18915,518.48,2023-07-20
46101,28159,119.15,2024-05-01
46102,82444,394.94,2023-10-24
46103,9543,628.61,2023-10-09
46104,71415,743.26,2025-05-07
46105,54121,781.04,2024-08-23
46106,9232,145.71,2023-10-09
46107,40605,576.06,2025-04-12
46108,6708,99.01,2024-01-02
46109,94760,280.77,2023-07-28
46110,39518,490.44,2023-09-01
46111,5220,504.69,2024-11-28
46112,29879,512.26,2024-11-03
46113,48504,114.45,2024-08-18
46114,10696,270.18,2025-01-07
46115,16400,349.59,2024-05-16
46116,63262,708.95,2025-04-10
46117,29044,203.39,2024-06-02
46118,54086,451.86,2024-06-19
46119,47345,211.59,2024-09-08
46120,58640,307.03,2024-05-14
46121,6162,468.82,2024-07-10
46122,67862,808.63,2025-02-15
46123,93528,866.96,2025-05-30
46124,3498,137.73,2023-08-07
46125,73531,329.24,2024-03-18
46126,20749,831.07,2024-10-10
46127,2987,979.54,2024-11-11
46128,49415,146.65,2023-07-25
46129,40471,509.71,2025-07-01
46130,62020,98.84,2024-01-31
46131,79643,697.33,2023-09-28
46132,89143,811.62,2023-11-27
46133,56904,611.1,2025-01-17
46134,644,952.9,2024-08-16
46135,6734,585.82,2024-05-29
46136,76179,359.72,2025-05-02
46137,40515,55.34,2024-12-08
46138,60005,133.22,2025-04-23
46139,14562,74.52,2024-06-05
46140,88572,941.5,2023-09-02
46141,22212,528.73,2025-06-10
46142,20971,293.23,2024-04-08
46143,2120,909.0,2025-02-24
46144,4198,975.36,2024-08-11
46145,7617,570.59,2023-10-10
46146,73151,249.85,2023-09-30
46147,41118,989.9,2024-01-09
46148,85322,979.06,2024-12-26
46149,41364,230.39,2024-03-08
46150,6235,60.46,2024-11-06
46151,9318,789.56,2023-10-10
46152,28809,158.13,2024-01-21
46153,39656,101.2,2024-04-03
46154,68347,965.38,2025-05-05
46155,46448,695.65,2024-07-28
46156,30097,858.93,2024-01-15
46157,15054,286.79,2025-02-18
46158,26697,482.13,2024-01-31
46159,69223,712.75,2024-08-22
46160,29365,667.44,2024-07-08
46161,79748,163.66,2024-10-06
46162,62670,900.37,2025-03-07
46163,3317,673.77,2024-12-22
46164,49590,880.02,2024-02-29
46165,64482,322.67,2024-05-30
46166,66694,205.27,2023-09-26
46167,55932,204.25,2024-07-27
46168,55063,26.8,2024-02-20
46169,40333,400.19,2025-03-12
46170,63282,658.94,2023-09-07
46171,35883,293.89,2024-07-31
46172,13340,734.65,2023-10-05
46173,3851,678.3,2024-11-19
46174,80229,554.79,2025-02-28
46175,52668,987.67,2025-02-24
46176,29067,797.66,2025-03-09
46177,38305,795.49,2024-12-06
46178,21795,132.52,2024-01-29
46179,5080,855.75,2025-05-13
46180,32257,687.24,2025-05-27
46181,86635,222.7,2024-06-27
46182,11977,420.92,2024-06-07
46183,30819,919.25,2023-07-31
46184,31689,129.74,2025-05-31
46185,33756,228.73,2025-07-03
46186,32319,85.66,2025-04-24
46187,7076,770.9,2024-09-01
46188,55707,419.54,2024-04-07
46189,89825,636.81,2023-07-12
46190,32259,758.43,2023-07-24
46191,16704,188.98,2023-10-18
46192,30235,811.44,2024-03-22
46193,64553,546.54,2025-01-29
46194,78903,726.57,2024-03-21
46195,49726,112.82,2024-01-13
46196,3252,718.39,2024-05-26
46197,80401,770.89,2025-03-09
46198,88758,909.41,2023-12-15
46199,32742,589.43,2023-08-03
46200,76379,292.94,2025-05-13
46201,47076,979.91,2024-06-04
46202,79096,659.39,2024-03-23
46203,5347,991.49,2024-04-01
46204,70982,840.65,2024-05-06
46205,16501,919.15,2023-10-30
46206,83100,809.28,2025-02-05
46207,21581,322.4,2023-10-15
46208,59657,147.32,2025-06-20
46209,44515,514.78,2023-12-07
46210,28089,472.52,2024-05-12
46211,32909,607.09,2024-11-04
46212,41686,313.27,2023-10-19
46213,10410,241.3,2024-04-29
46214,21377,999.29,2023-08-18
46215,1424,393.39,2023-12-26
46216,31030,921.21,2024-09-27
46217,30736,179.26,2023-11-20
46218,18957,493.13,2024-05-07
46219,41667,245.45,2024-08-09
46220,57408,91.45,2024-11-03
46221,23736,463.04,2025-04-18
46222,74690,977.56,2025-05-03
46223,51432,591.31,2024-07-13
46224,67277,39.41,2024-09-29
46225,46788,653.9,2023-08-22
46226,35169,12.86,2024-06-10
46227,23528,276.52,2024-08-29
46228,58607,257.78,2025-05-11
46229,88134,609.01,2024-09-21
46230,45553,330.4,2023-09-11
46231,64490,255.2,2023-09-12
46232,5744,236.77,2023-10-08
46233,22523,885.14,2025-05-09
46234,65212,444.97,2024-12-17
46235,64587,612.26,2023-09-17
46236,26935,56.06,2024-04-06
46237,30434,232.65,2025-04-28
46238,85859,417.68,2024-12-18
46239,95453,523.97,2024-07-14
46240,44386,154.65,2023-09-11
46241,3384,906.41,2024-05-05
46242,20731,361.86,2023-11-03
46243,26146,221.23,2023-11-28
46244,1388,998.92,2024-11-14
46245,3575,141.3,2024-02-10
46246,38584,732.3,2024-07-25
46247,62006,423.45,2023-10-14
46248,91164,225.26,2025-01-11
46249,60450,854.05,2023-12-03
46250,24114,340.76,2024-07-28
46251,97471,94.86,2024-12-02
46252,89029,598.17,2024-01-15
46253,66379,401.85,2023-10-14
46254,65278,788.08,2023-12-28
46255,83269,357.36,2024-03-03
46256,29575,505.28,2024-12-05
46257,60806,312.18,2025-06-01
46258,33530,878.6,2025-02-17
46259,76028,367.94,2025-05-16
46260,86962,275.43,2024-01-08
46261,52377,927.59,2024-08-09
46262,41993,519.32,2023-11-09
46263,64332,695.93,2024-10-17
46264,77389,866.67,2024-09-02
46265,75009,127.6,2025-03-12
46266,91614,938.99,2023-12-08
46267,12060,883.02,2024-02-08
46268,64612,753.08,2024-12-21
46269,43056,924.14,2024-11-09
46270,83570,757.38,2024-05-18
46271,52218,777.23,2024-11-06
46272,88545,648.97,2023-09-23
46273,15950,748.57,2025-02-16
46274,8737,505.08,2023-09-02
46275,6835,549.7,2023-09-19
46276,54598,907.33,2024-02-28
46277,48112,183.72,2024-06-15
46278,68791,668.85,2025-02-27
46279,19110,952.2,2024-06-03
46280,69226,53.1,2024-01-29
46281,64060,518.88,2023-10-03
46282,43430,766.13,2024-02-06
46283,17708,15.21,2023-11-13
46284,26540,87.08,2024-03-11
46285,73437,231.31,2025-01-11
46286,53288,564.26,2025-04-17
46287,11591,19.52,2025-02-12
46288,16241,222.66,2025-02-04
46289,85433,328.97,2025-02-01
46290,93675,871.33,2024-01-15
46291,23904,602.36,2023-10-20
46292,7023,486.04,2023-09-06
46293,77704,611.08,2024-01-03
46294,17825,614.91,2024-01-13
46295,24474,578.95,2025-03-05
46296,43609,965.03,2023-12-15
46297,90783,371.29,2024-03-19
46298,9260,572.43,2023-08-29
46299,56751,461.29,2024-12-07
46300,79181,351.79,2024-08-11
46301,66244,122.1,2024-12-19
46302,23409,313.89,2024-11-16
46303,9690,599.34,2024-06-23
46304,57474,807.54,2023-08-06
46305,83146,792.84,2024-10-03
46306,36163,817.43,2023-12-05
46307,19662,562.93,2024-07-06
46308,64500,573.69,2024-03-10
46309,27016,525.72,2025-02-18
46310,82085,316.45,2023-07-28
46311,17897,205.01,2023-12-12
46312,62378,419.71,2024-07-14
46313,12059,230.08,2023-11-14
46314,94051,318.33,2023-07-26
46315,85848,86.04,2025-03-28
46316,45610,390.93,2023-09-08
46317,78426,19.55,2023-07-26
46318,64266,369.87,2025-03-09
46319,8232,431.15,2024-05-11
46320,67901,147.72,2023-11-24
46321,56182,192.93,2024-11-13
46322,79190,691.65,2024-09-21
46323,59682,539.82,2025-07-04
46324,78091,839.28,2024-06-10
46325,54911,32.05,2024-05-09
46326,13779,422.15,2024-07-25
46327,27876,789.4,2024-07-08
46328,91037,579.34,2024-02-26
46329,37839,740.81,2025-01-25
46330,81750,447.05,2025-03-09
46331,3610,38.34,2023-08-21
46332,74030,325.26,2024-03-15
46333,27716,627.12,2023-09-03
46334,24928,242.83,2024-12-17
46335,69606,324.01,2023-10-29
46336,1181,309.32,2024-10-11
46337,65483,538.94,2023-09-06
46338,79683,579.51,2025-03-27
46339,50752,703.28,2024-06-27
46340,78446,441.45,2023-09-02
46341,61631,336.96,2024-06-03
46342,83928,576.1,2024-08-12
46343,32898,112.14,2025-05-04
46344,66186,15.67,2024-02-21
46345,94665,106.3,2023-09-06
46346,74749,880.89,2024-03-22
46347,21164,664.16,2024-03-03
46348,95676,968.36,2023-10-25
46349,22889,969.14,2023-08-18
46350,77301,936.34,2023-10-15
46351,25262,150.54,2024-08-10
46352,5744,33.85,2024-12-06
46353,87325,27.72,2023-09-12
46354,68053,106.2,2024-01-25
46355,7217,760.99,2023-07-19
46356,66765,641.94,2023-08-13
46357,73491,608.36,2024-06-02
46358,27997,136.59,2025-03-26
46359,22600,229.63,2025-05-21
46360,70703,356.16,2024-11-21
46361,23192,83.73,2023-08-03
46362,35603,519.53,2025-05-01
46363,22466,18.92,2025-02-22
46364,3229,314.19,2025-05-04
46365,23616,287.9,2025-07-05
46366,81783,662.8,2023-09-04
46367,33762,538.43,2024-06-01
46368,57282,327.52,2023-10-20
46369,73580,537.37,2024-05-21
46370,75704,341.25,2025-03-03
46371,97976,499.11,2024-01-30
46372,85351,889.29,2024-09-02
46373,45411,12.37,2025-04-14
46374,53887,566.72,2023-10-28
46375,14382,615.52,2024-05-30
46376,89794,799.09,2024-06-25
46377,13552,88.51,2023-10-30
46378,28392,378.88,2024-12-31
46379,55654,717.49,2024-06-27
46380,59552,481.73,2023-11-22
46381,99443,315.58,2023-11-24
46382,43755,220.43,2024-03-22
46383,74219,41.96,2024-11-24
46384,65234,347.56,2025-02-21
46385,77620,402.36,2023-08-24
46386,98861,546.61,2025-02-14
46387,68535,325.18,2024-01-14
46388,90836,889.02,2024-07-03
46389,99626,300.96,2024-04-27
46390,25323,931.47,2023-11-20
46391,31093,410.97,2024-11-11
46392,80233,123.05,2025-04-10
46393,27881,24.85,2024-06-07
46394,78573,594.24,2024-06-10
46395,47572,755.99,2023-12-03
46396,27718,887.21,2023-07-28
46397,94129,306.51,2025-01-16
46398,45595,502.78,2023-10-09
46399,66945,682.83,2023-08-13
46400,53869,986.02,2024-02-23
46401,91195,273.32,2024-04-24
46402,8172,16.76,2024-03-30
46403,74039,654.32,2024-06-08
46404,9003,941.26,2025-04-15
46405,28947,47.62,2024-09-26
46406,68258,845.03,2024-12-09
46407,93420,252.37,2024-08-13
46408,95505,636.83,2023-08-03
46409,50638,368.53,2024-09-01
46410,94521,119.2,2024-08-24
46411,63997,330.32,2023-12-18
46412,79870,149.23,2024-04-01
46413,28438,800.45,2025-06-02
46414,87036,324.69,2024-02-23
46415,4166,296.09,2024-11-17
46416,89369,537.44,2024-12-10
46417,85206,898.16,2023-08-29
46418,76818,105.2,2024-08-28
46419,63067,317.0,2024-07-22
46420,72432,726.73,2023-08-01
46421,54427,578.22,2024-01-21
46422,44271,468.38,2024-10-04
46423,31714,96.95,2025-03-23
46424,83875,493.67,2024-08-17
46425,12259,984.49,2024-08-28
46426,45978,577.22,2025-02-23
46427,68052,102.71,2025-04-10
46428,93435,863.93,2025-03-19
46429,27555,747.48,2024-08-18
46430,20746,730.25,2025-07-04
46431,90623,896.38,2024-10-28
46432,50259,566.12,2025-02-27
46433,78623,900.61,2025-06-20
46434,6346,355.61,2025-06-23
46435,865,867.07,2025-01-23
46436,82182,812.7,2025-06-07
46437,94182,420.26,2024-12-12
46438,65705,926.59,2024-11-20
46439,94820,908.49,2024-10-23
46440,51389,620.23,2024-11-26
46441,25598,301.74,2023-07-09
46442,72736,954.59,2024-09-23
46443,1935,786.57,2024-03-01
46444,49573,152.26,2024-08-13
46445,41562,971.19,2023-10-08
46446,93890,731.51,2023-08-31
46447,89270,984.92,2025-03-30
46448,91857,784.74,2025-05-25
46449,18272,268.0,2023-10-28
46450,64990,184.65,2024-09-05
46451,69666,155.86,2023-08-19
46452,96149,420.44,2024-05-22
46453,40462,773.34,2024-02-03
46454,56081,456.5,2024-06-21
46455,86946,132.28,2023-12-21
46456,70383,268.5,2024-09-27
46457,2063,63.47,2023-10-25
46458,2350,355.54,2023-11-05
46459,68269,286.16,2024-10-01
46460,61923,584.8,2024-05-14
46461,4169,564.54,2025-05-08
46462,19302,815.93,2025-01-20
46463,18140,957.68,2023-10-18
46464,83851,412.39,2024-08-16
46465,18335,227.09,2024-07-23
46466,74273,103.69,2023-09-21
46467,22885,163.3,2025-05-06
46468,10757,840.52,2024-04-17
46469,61700,411.66,2024-04-21
46470,32449,52.56,2023-09-06
46471,26650,505.96,2024-10-23
46472,21711,112.65,2025-02-20
46473,20256,763.49,2024-04-24
46474,43951,611.18,2024-04-04
46475,58433,672.33,2025-03-01
46476,44772,120.28,2024-12-31
46477,25349,964.05,2024-01-26
46478,16437,237.47,2025-04-08
46479,46345,398.91,2025-03-06
46480,63609,731.34,2024-08-02
46481,15575,962.16,2024-08-29
46482,26315,360.0,2024-03-12
46483,81855,212.3,2024-07-06
46484,80153,34.39,2023-12-09
46485,45573,463.82,2023-08-17
46486,23116,116.91,2025-02-03
46487,16237,45.83,2023-12-09
46488,5308,801.72,2025-05-28
46489,4768,941.88,2024-11-30
46490,90630,573.1,2023-12-25
46491,57933,467.96,2023-07-22
46492,77574,158.73,2023-12-26
46493,539,276.5,2025-02-17
46494,29527,265.26,2023-11-14
46495,22026,760.79,2025-03-09
46496,40906,286.24,2025-05-26
46497,5458,726.91,2024-03-19
46498,44563,994.23,2025-01-03
46499,27866,941.33,2024-11-08
46500,64727,884.51,2024-09-10
46501,28884,63.43,2023-11-21
46502,87807,873.7,2024-07-02
46503,61584,245.31,2023-07-19
46504,57690,620.4,2024-10-06
46505,73664,137.75,2023-07-15
46506,87508,972.41,2024-02-11
46507,16386,630.65,2024-03-05
46508,22830,529.23,2023-07-09
46509,29781,101.82,2024-03-15
46510,46651,906.16,2025-01-17
46511,25525,862.31,2024-03-16
46512,26398,123.37,2024-06-03
46513,75884,567.26,2023-08-07
46514,82951,372.4,2024-04-12
46515,35228,32.14,2025-02-28
46516,99918,164.57,2023-10-04
46517,60272,101.19,2025-05-07
46518,11107,118.2,2023-11-07
46519,86380,996.06,2024-10-02
46520,68986,209.55,2025-05-15
46521,57477,622.13,2023-11-13
46522,21096,281.98,2024-07-26
46523,36720,421.45,2023-11-07
46524,11512,802.23,2024-11-14
46525,4257,971.67,2024-07-13
46526,54927,107.99,2024-11-03
46527,60431,962.8,2023-12-16
46528,7841,551.27,2023-07-13
46529,52815,781.04,2023-09-09
46530,37151,907.23,2024-01-21
46531,26283,210.71,2025-02-02
46532,40317,404.45,2024-10-04
46533,66309,753.94,2024-05-26
46534,51764,378.24,2025-06-13
46535,34019,968.38,2025-05-27
46536,8096,232.32,2025-06-18
46537,95258,459.49,2025-06-24
46538,3434,382.5,2025-04-17
46539,51964,680.86,2024-02-15
46540,4008,341.47,2023-10-31
46541,18492,389.34,2024-01-16
46542,45774,888.0,2024-10-17
46543,39420,701.94,2024-04-13
46544,41096,959.11,2025-02-01
46545,24520,264.31,2024-04-14
46546,32752,843.55,2025-05-17
46547,12904,830.75,2024-07-17
46548,44764,987.69,2025-02-24
46549,71148,956.14,2024-12-24
46550,16494,219.78,2024-01-01
46551,64237,37.23,2023-12-04
46552,16872,952.97,2025-02-02
46553,31034,422.29,2024-09-30
46554,19961,31.87,2025-05-02
46555,26564,378.83,2024-04-22
46556,91021,892.42,2024-09-17
46557,4136,188.88,2024-03-06
46558,89951,729.18,2024-08-05
46559,1098,717.09,2024-08-11
46560,26424,839.29,2025-04-02
46561,64105,421.64,2024-06-13
46562,79508,185.57,2024-01-31
46563,86989,600.99,2024-06-21
46564,37797,215.84,2025-05-27
46565,6294,241.17,2025-02-19
46566,77349,706.37,2024-05-24
46567,14000,593.49,2024-12-16
46568,51558,28.52,2025-04-20
46569,23821,918.15,2024-02-09
46570,332,400.24,2024-12-22
46571,48029,448.88,2024-11-26
46572,4163,477.35,2024-05-30
46573,12254,629.26,2024-04-03
46574,34690,175.39,2023-08-14
46575,76333,166.58,2023-09-16
46576,29502,305.91,2024-06-23
46577,76154,553.03,2025-02-13
46578,16450,766.78,2025-05-22
46579,72258,771.12,2024-11-21
46580,88325,313.71,2023-08-24
46581,76872,285.72,2024-12-04
46582,55412,530.51,2025-02-12
46583,21644,879.3,2025-02-26
46584,12044,985.24,2023-09-20
46585,52373,673.96,2025-05-27
46586,39643,811.65,2025-03-17
46587,48834,923.8,2024-06-24
46588,94878,677.26,2023-09-09
46589,7666,570.64,2024-07-10
46590,12016,933.34,2023-08-29
46591,82648,839.74,2023-10-31
46592,43266,590.77,2024-06-03
46593,9214,656.86,2023-10-09
46594,5929,495.94,2024-03-14
46595,20342,580.06,2024-03-13
46596,7944,638.79,2023-09-07
46597,71768,622.97,2023-12-31
46598,46461,88.84,2024-11-13
46599,29506,39.57,2024-10-09
46600,65156,785.7,2024-01-04
46601,38683,140.48,2024-10-18
46602,85409,467.89,2024-10-02
46603,39450,593.33,2024-08-18
46604,49073,134.15,2025-01-28
46605,9660,73.11,2023-11-02
46606,45087,481.05,2024-07-25
46607,82269,863.51,2024-03-07
46608,39030,903.5,2025-01-01
46609,2576,477.28,2024-02-29
46610,73967,650.77,2023-10-29
46611,83408,170.07,2023-08-20
46612,49068,624.59,2023-10-24
46613,81649,43.65,2024-03-25
46614,83670,694.0,2024-07-15
46615,84065,125.81,2025-03-20
46616,58604,244.26,2024-07-28
46617,78984,695.86,2024-10-30
46618,21010,260.37,2023-08-07
46619,76304,579.96,2024-09-15
46620,54252,249.97,2023-11-15
46621,77807,484.94,2025-05-20
46622,48711,608.87,2024-11-20
46623,58887,568.18,2024-08-25
46624,99677,558.54,2024-01-17
46625,69918,343.66,2024-05-22
46626,86793,961.65,2025-06-21
46627,25664,416.73,2025-01-31
46628,95013,471.59,2024-09-19
46629,88115,544.35,2025-04-12
46630,32240,120.85,2023-08-17
46631,77703,27.14,2023-09-10
46632,16328,975.47,2024-06-29
46633,57905,749.77,2024-11-15
46634,50780,144.57,2023-12-16
46635,21218,909.48,2024-02-27
46636,80541,600.14,2024-06-19
46637,94869,345.89,2024-12-25
46638,61931,790.38,2024-11-30
46639,78936,718.08,2024-06-25
46640,58942,772.76,2023-07-12
46641,6808,857.59,2024-07-03
46642,29228,178.38,2024-06-02
46643,30372,157.38,2024-11-02
46644,31500,240.65,2025-04-21
46645,76307,669.48,2025-02-09
46646,19065,158.76,2023-08-11
46647,78095,402.23,2024-07-21
46648,85117,408.98,2024-03-05
46649,56700,837.6,2025-04-21
46650,1645,635.7,2024-08-24
46651,37134,874.75,2024-10-06
46652,93574,296.97,2024-04-09
46653,8562,448.63,2023-10-08
46654,16916,651.35,2024-04-25
46655,60038,111.59,2024-11-25
46656,57002,57.62,2023-09-05
46657,70843,461.21,2024-09-28
46658,40828,49.09,2025-04-30
46659,76692,439.01,2023-09-08
46660,63900,16.59,2024-10-12
46661,97940,328.89,2023-12-10
46662,53002,546.09,2023-11-28
46663,39779,764.12,2024-07-16
46664,79862,200.49,2025-04-15
46665,13304,259.04,2024-01-22
46666,36201,562.28,2025-02-02
46667,82681,962.19,2024-05-28
46668,94672,801.35,2023-08-22
46669,95276,334.31,2024-08-14
46670,91335,316.61,2024-08-11
46671,7224,679.96,2025-05-17
46672,36735,539.14,2023-09-15
46673,16335,325.49,2024-12-02
46674,18289,974.89,2025-06-27
46675,3289,91.59,2023-10-21
46676,47504,419.49,2025-06-02
46677,61899,556.33,2024-11-11
46678,74047,837.97,2025-02-21
46679,42362,264.69,2024-06-19
46680,46786,149.93,2023-11-06
46681,40,713.6,2024-02-12
46682,42313,658.1,2023-09-20
46683,16921,196.26,2024-09-08
46684,92377,132.67,2023-10-16
46685,90396,39.02,2024-01-18
46686,51070,573.71,2024-08-20
46687,60766,936.64,2025-04-17
46688,39951,22.48,2025-01-23
46689,65050,706.16,2024-10-28
46690,35501,578.24,2024-07-11
46691,18953,829.15,2024-05-07
46692,60633,30.19,2024-11-07
46693,45782,29.31,2023-11-17
46694,63238,245.89,2024-06-04
46695,84402,463.53,2023-07-12
46696,1299,665.51,2025-05-28
46697,47415,897.77,2023-11-11
46698,82717,152.43,2025-04-24
46699,15619,75.23,2025-01-14
46700,41676,943.67,2023-12-26
46701,33629,13.34,2024-03-16
46702,26651,18.7,2024-01-21
46703,65553,151.3,2024-01-01
46704,31761,201.81,2024-03-22
46705,70079,211.8,2023-08-19
46706,26285,359.83,2024-06-11
46707,11394,467.54,2023-11-24
46708,44159,345.91,2024-04-24
46709,75438,290.39,2024-12-05
46710,75136,677.84,2023-12-16
46711,67613,855.98,2023-12-21
46712,98586,424.32,2024-04-28
46713,7866,639.02,2024-04-07
46714,98363,21.04,2023-10-23
46715,32721,181.92,2024-02-01
46716,84427,520.79,2024-03-04
46717,78623,196.52,2024-10-19
46718,41854,545.17,2025-02-26
46719,26369,376.69,2025-02-09
46720,74274,506.85,2023-09-30
46721,72603,862.63,2024-03-06
46722,92005,311.17,2024-09-28
46723,82446,436.65,2025-04-24
46724,69847,912.05,2023-07-15
46725,84498,264.95,2023-10-26
46726,61939,696.31,2024-07-11
46727,94841,800.57,2025-05-25
46728,88493,16.51,2025-05-12
46729,61452,184.15,2025-04-29
46730,41628,884.17,2024-05-22
46731,12156,328.72,2025-03-23
46732,71609,14.01,2025-05-01
46733,75312,822.89,2024-11-03
46734,96182,43.8,2025-02-12
46735,23216,803.16,2024-08-19
46736,83133,224.45,2024-03-15
46737,31109,585.01,2024-11-04
46738,25000,575.06,2024-10-20
46739,35203,495.04,2024-03-03
46740,52245,155.16,2023-11-22
46741,31697,39.3,2024-10-02
46742,50014,904.51,2023-10-17
46743,93524,899.39,2023-10-29
46744,3957,566.68,2025-05-06
46745,77470,886.5,2024-04-21
46746,23573,618.06,2025-05-22
46747,76804,902.41,2024-03-16
46748,21888,320.18,2025-03-24
46749,87968,598.4,2024-06-30
46750,96425,340.24,2023-11-11
46751,48521,571.96,2025-03-07
46752,8082,138.9,2024-08-21
46753,5212,923.01,2025-07-08
46754,38951,341.9,2024-01-29
46755,9085,97.24,2025-05-14
46756,13781,65.93,2024-04-15
46757,74248,386.31,2025-01-21
46758,67236,735.94,2024-01-08
46759,35895,746.79,2025-02-17
46760,20523,136.97,2024-08-06
46761,35919,685.29,2025-01-17
46762,70030,79.5,2024-01-15
46763,72409,519.38,2024-04-14
46764,34385,605.57,2025-01-09
46765,40414,490.52,2023-11-06
46766,84662,323.59,2023-10-09
46767,44237,570.81,2024-12-01
46768,77012,125.24,2025-06-29
46769,52174,670.38,2025-01-09
46770,84834,896.81,2025-01-30
46771,19058,184.67,2025-02-21
46772,52213,342.98,2024-09-25
46773,78708,168.38,2023-10-29
46774,18091,108.24,2023-10-28
46775,63634,249.47,2023-12-07
46776,88277,850.14,2023-09-29
46777,4666,769.64,2023-11-27
46778,39164,815.75,2023-10-17
46779,58154,339.07,2024-09-05
46780,72482,257.43,2023-07-16
46781,64460,476.67,2024-07-03
46782,10056,830.67,2023-12-03
46783,55634,329.98,2023-11-28
46784,46715,796.0,2025-01-13
46785,53044,555.28,2024-08-30
46786,89215,702.73,2024-03-02
46787,57565,267.87,2024-07-11
46788,51296,341.68,2023-11-01
46789,1749,644.4,2023-11-07
46790,66065,594.28,2024-08-04
46791,21,93.99,2024-02-18
46792,53583,436.25,2024-01-12
46793,66888,877.38,2025-03-13
46794,30534,239.52,2024-09-17
46795,29952,715.25,2025-05-06
46796,76048,915.64,2023-10-12
46797,45191,889.42,2024-06-13
46798,61824,533.06,2025-04-11
46799,59183,219.49,2025-01-20
46800,21762,606.31,2025-03-08
46801,92026,492.64,2024-01-14
46802,38895,761.78,2024-01-24
46803,17682,236.7,2024-07-17
46804,7469,780.61,2025-06-27
46805,77145,391.59,2024-10-04
46806,29724,766.72,2023-08-12
46807,3246,574.55,2023-09-17
46808,74951,526.1,2024-02-23
46809,19398,975.86,2024-05-30
46810,17581,256.41,2024-08-26
46811,81953,309.68,2024-04-22
46812,92824,696.35,2025-01-05
46813,39581,226.06,2023-12-17
46814,65560,333.44,2024-10-04
46815,3888,767.28,2025-05-31
46816,93397,535.89,2023-09-27
46817,9884,625.21,2024-12-07
46818,96623,364.8,2024-02-16
46819,1232,72.62,2023-10-08
46820,49567,730.24,2024-07-13
46821,82909,798.36,2025-07-07
46822,7474,795.91,2025-05-16
46823,50574,722.63,2024-09-13
46824,55406,72.45,2024-04-26
46825,21327,198.43,2024-07-13
46826,72583,901.77,2024-11-10
46827,38917,870.25,2024-06-03
46828,97293,565.37,2023-08-27
46829,16986,104.6,2024-12-19
46830,86722,695.22,2023-12-30
46831,20756,977.6,2024-11-26
46832,4944,903.18,2024-01-29
46833,44722,171.37,2024-06-03
46834,39594,52.52,2023-10-09
46835,58751,280.4,2025-05-14
46836,83008,279.63,2025-07-01
46837,37214,371.01,2025-01-14
46838,23065,528.29,2025-03-12
46839,85886,106.92,2024-01-22
46840,8483,243.21,2025-03-16
46841,45851,581.5,2023-10-28
46842,62092,782.73,2025-05-11
46843,49226,228.35,2024-09-18
46844,75727,326.22,2025-02-08
46845,20689,117.72,2024-02-25
46846,74594,333.9,2024-02-06
46847,58895,11.93,2023-08-20
46848,26947,307.08,2024-04-12
46849,954,486.14,2024-06-12
46850,27509,953.49,2023-08-03
46851,41824,323.76,2023-07-21
46852,38745,26.48,2023-10-11
46853,88279,179.34,2025-02-09
46854,25777,170.32,2024-07-09
46855,61131,101.05,2024-09-04
46856,24835,841.13,2024-04-24
46857,87474,334.92,2024-11-15
46858,16026,689.58,2023-10-05
46859,13077,505.43,2023-12-03
46860,10419,179.55,2024-02-07
46861,68526,441.68,2024-09-26
46862,25849,789.24,2023-11-25
46863,95835,933.39,2025-03-28
46864,62813,15.32,2023-08-25
46865,25599,998.56,2023-11-30
46866,93763,651.58,2023-12-15
46867,95608,799.82,2023-11-26
46868,83958,568.89,2024-09-17
46869,23348,701.39,2023-12-17
46870,73849,123.49,2024-02-26
46871,72021,122.56,2024-01-03
46872,94951,697.27,2024-08-16
46873,51,621.6,2025-03-01
46874,3927,352.66,2025-01-28
46875,74,284.11,2025-01-24
46876,34182,836.93,2023-10-26
46877,91888,492.7,2025-05-31
46878,217,347.61,2023-07-16
46879,89188,803.08,2024-09-12
46880,3069,34.84,2023-11-01
46881,35175,864.12,2025-03-25
46882,6116,234.32,2025-04-02
46883,7636,392.5,2024-05-21
46884,18436,410.51,2024-08-10
46885,86567,141.57,2023-10-14
46886,32766,760.29,2024-10-14
46887,19803,611.56,2023-12-23
46888,91903,121.2,2024-11-15
46889,73405,829.28,2025-04-19
46890,29398,777.5,2024-06-20
46891,92849,769.42,2025-02-13
46892,66377,98.26,2023-08-04
46893,22908,800.4,2025-04-05
46894,70810,252.3,2025-04-30
46895,43776,370.88,2024-09-25
46896,31932,596.39,2025-01-20
46897,12026,548.99,2025-03-15
46898,12851,231.3,2024-02-18
46899,22503,991.81,2024-08-15
46900,75546,480.15,2024-05-07
46901,27051,756.96,2024-11-03
46902,55348,888.08,2024-01-13
46903,50922,221.08,2024-02-05
46904,7138,64.21,2023-11-03
46905,14021,321.07,2024-10-17
46906,331,154.82,2024-02-20
46907,68316,165.93,2025-03-11
46908,40765,535.67,2024-04-29
46909,64145,674.26,2024-05-11
46910,14124,503.52,2024-09-26
46911,23815,347.85,2025-04-28
46912,72010,647.64,2023-11-05
46913,33322,96.09,2023-11-19
46914,35688,364.62,2025-04-26
46915,32858,987.81,2025-01-10
46916,89307,585.27,2025-05-30
46917,24439,989.95,2024-03-22
46918,93312,33.93,2024-08-15
46919,19206,307.23,2024-07-23
46920,44329,611.03,2025-02-15
46921,13607,800.13,2024-10-15
46922,28182,266.65,2024-12-07
